name	id	level	prev	n	estimate	lower	upper	se	p.value	q.value	subspecies	species	genus	family	order	class	phylum	superkingdom
Clostridium phoceensis	HG3A.0014	species	0.977153683272038	8973	0.0871984872180296	0.0463132563340298	0.128083718102029	0.0208573436725443	2.93398817202422e-05	0.00242665271727837	unclassified	Clostridium phoceensis	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0439	order	0.625654742003789	8973	0.0856136238273276	0.0453408259879141	0.125886421666741	0.0205449148024811	3.11371856405816e-05	0.00244117544648944	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0511	order	0.26033656525131	8973	0.0849747267839439	0.0449252358749048	0.125024217692983	0.0204309961748844	3.22507673622631e-05	0.00244117544648944	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0226	order	0.38972472974479	8973	-0.0849755528695163	-0.125089844627476	-0.0448612611115566	0.0204640539208475	3.32049053174886e-05	0.00244117544648944	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Oscillibacter sp.	HG3A.0372	genus	0.422043909506297	8973	0.0841052633902051	0.0439968715622085	0.124213655218202	0.0204610441086434	3.98354197917521e-05	0.00282404672452243	unclassified	unclassified	Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0085	order	0.74445558898919	8973	-0.0839400953213287	-0.124085885319456	-0.0437943053232011	0.0204801225501804	4.19343080490806e-05	0.00287033108542845	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Limosilactobacillus oris	HG3A.1462	species	0.0275270255210075	8973	0.0829792240137414	0.0430085551811767	0.122949892846306	0.0203907855877735	4.75341549597442e-05	0.00314517658650307	unclassified	Limosilactobacillus oris	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0759	order	0.0522679148556782	8973	0.0826469401957814	0.0426444927392757	0.122649387652287	0.0204069972531266	5.16695770488159e-05	0.00329051018525602	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0154	order	0.491140086927449	8973	-0.0829131644978887	-0.123115261952198	-0.0427110670435791	0.020508847445198	5.32641555350928e-05	0.00329051018525602	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Intestinimonas sp.	HG3A.1149	genus	0.0460269697982837	8973	0.0823064707788529	0.0423365853652418	0.122276356192464	0.0203903859315161	5.4703695775037e-05	0.00329051018525602	unclassified	unclassified	Intestinimonas	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Roseburia inulinivorans	HG3A.0036	species	0.950406775883205	8973	0.0816472482946955	0.0413081620648336	0.121986334524557	0.0205787314084091	7.31865506817423e-05	0.00427280303244878	unclassified	Roseburia inulinivorans	Roseburia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0373	order	0.180541624874624	8973	-0.080206099861122	-0.120191095746267	-0.0402211039759766	0.0203980944436373	8.48705796607876e-05	0.00481337430361895	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1303	order	0.0122589992198819	8973	0.0796779567078796	0.0397092822781255	0.119646631137634	0.0203897681557095	9.38564050064843e-05	0.00517513788716309	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Streptococcus salivarius	HG3A.0071	species	0.952078457595007	8973	0.079782470062729	0.039516964284783	0.120047975840675	0.0205411948031361	0.000103489902726571	0.0053361372406759	unclassified	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1158	order	0.0191686169619971	8973	0.0792029146939692	0.0392000089139336	0.119205820474005	0.020407231063996	0.000104730976830868	0.0053361372406759	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0269	order	0.362309149671236	8973	-0.0798583011934581	-0.120262997476214	-0.0394536049107025	0.0206122019646953	0.000107692843028542	0.0053361372406759	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lactobacillus gasseri	HG3A.0884	species	0.115346038114343	8973	0.0791433586990964	0.0390456264934707	0.119241090904722	0.0204556061692604	0.000110052696621415	0.0053361372406759	unclassified	Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Flavonifractor plautii	HG3A.0079	species	0.921096623202942	8973	0.0793145529227973	0.0391262902218689	0.119502815623726	0.0205017897326779	0.00011021744426585	0.0053361372406759	unclassified	Flavonifractor plautii	Flavonifractor	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0092	order	0.772985623537279	8973	-0.079090595038927	-0.119291028550134	-0.0388901615277203	0.0205079985950779	0.000115802353041609	0.00547303978065699	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Acidaminococcus intestini	HG3A.0407	species	0.133400200601805	8973	0.0781451114568735	0.0380545768671573	0.11823564604659	0.0204519343507234	0.000133866666137764	0.00617965889031306	unclassified	Acidaminococcus intestini	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0433	family	0.385601248189011	8973	0.0771602331775705	0.0370510590762388	0.117269407278902	0.0204614431804707	0.000163648769956446	0.00738279109917151	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0350	order	0.205171068761841	8973	-0.0769467584145637	-0.117093264742319	-0.0368002520868082	0.0204804879812397	0.000173013432421397	0.00763181474125495	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Streptococcus mutans	HG3A.0677	species	0.297559344700769	8973	0.076233592318701	0.0362145793941102	0.116252605243292	0.0204154480225971	0.000189559322475598	0.00817989685030568	unclassified	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Anaerotruncus colihominis	HG3A.0307	species	0.677922656859467	8973	0.0760315489921975	0.0359247891536144	0.116138308830781	0.0204602115594972	0.000203592869770728	0.00859854992542329	unclassified	Anaerotruncus colihominis	Anaerotruncus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0930	family	0.1075448567926	8973	0.075308972395996	0.0352931468543984	0.115324797937594	0.0204138219991879	0.000226382402386373	0.00936185559868645	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0087	order	0.775771759723615	8973	-0.0756566732852493	-0.116141616406378	-0.0351717301641205	0.0206531393851378	0.000250533017540126	0.0100808062826334	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1222	phylum	0.0176083806976485	8973	0.0746922547123688	0.0346857117918759	0.114698797632862	0.0204090865283498	0.0002539245915021	0.0100808062826334	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Bifidobacterium dentium	HG3A.0579	species	0.262231137858019	8973	0.0745114935135282	0.0345121727100848	0.114510814316972	0.0204054022107102	0.000262157975055691	0.0102035996173637	unclassified	Bifidobacterium dentium	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Oscillibacter sp. PEA192	HG3A.0021	species	0.9839518555667	8973	0.0754743216734938	0.034750953118845	0.116197690228143	0.0207747706221317	0.000281751790659511	0.0107553327780602	unclassified	Oscillibacter sp. PEA192	Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Oscillospiraceae sp.	HG3A.0207	family	0.382257884765407	8973	-0.0744263849302517	-0.114675331861374	-0.0341774379991296	0.0205327474114604	0.000290846485889904	0.0108930240470087	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0854	order	0.04301794271704	8973	0.0730078514165232	0.0330290500216502	0.112986652811396	0.0203949343633419	0.000345823035263734	0.0127121986110835	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Flintibacter sp. KGMB00164	HG3A.0374	species	0.334893569597682	8973	0.0720333525070738	0.0320258716098744	0.112040833404273	0.0204095650312738	0.000418629951811855	0.0151087355335733	unclassified	Flintibacter sp. KGMB00164	Flintibacter	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Anaeromassilibacillus sp. Marseille-P3371	HG3A.0304	species	0.316393625320406	8973	0.0720959159153979	0.0318775469158326	0.112314284914963	0.0205171482717837	0.00044372609233785	0.0155439908103568	unclassified	Anaeromassilibacillus sp. Marseille-P3371	Anaeromassilibacillus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Flintibacter sp.	HG3A.0922	genus	0.137746573052491	8973	0.0716159883134716	0.0315980721587102	0.111633904468233	0.0204148885123591	0.000453682436099086	0.0155439908103568	unclassified	unclassified	Flintibacter	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridiaceae sp.	HG3A.0431	family	0.189457260670902	8973	0.0715752571603049	0.0315767572816571	0.111573757038953	0.0204049834210832	0.000454182099244682	0.0155439908103568	unclassified	unclassified	unclassified	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Intestinimonas sp.	HG3A.1018	genus	0.122924328541179	8973	0.0716176923761375	0.0314682142724806	0.111767170479794	0.0204820040140455	0.000473510118513919	0.0159308065296632	unclassified	unclassified	Intestinimonas	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Faecalibacterium prausnitzii	HG3A.0378	species	0.888108770756715	8973	-0.0711640697718887	-0.11129786025132	-0.0310302792924572	0.0204740010711049	0.00051172349098585	0.0168570782786938	unclassified	Faecalibacterium prausnitzii	Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1354	order	0.0325420706564137	8973	0.0708243257279343	0.0308443075324114	0.110804343923457	0.0203955551065489	0.000518026083123587	0.0168570782786938	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.0942	phylum	0.0316505070767859	8973	0.0706554911450895	0.0306617865627383	0.110649195727441	0.0204025371308041	0.00053656708758712	0.0171788011106522	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0254	order	0.284631672796166	8973	0.0708372060309372	0.0305711884688245	0.11110322359305	0.0205414558866134	0.000566333744657345	0.0178440076689656	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Hungatella hathewayi	HG3A.0455	species	0.424272818455366	8973	0.070140829333052	0.030129841429216	0.110151817236888	0.0204113541086765	0.000592288059011793	0.018143846500233	unclassified	Hungatella hathewayi	Hungatella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteria sp.	HG3A.0920	superkingdom	0.0316505070767859	8973	-0.0700325325736424	-0.109991544533769	-0.0300735206135157	0.0203848389075339	0.000594130993710402	0.018143846500233	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria
Lachnospiraceae sp.	HG3A.1066	family	0.037334224896913	8973	0.0695728855833729	0.0295317364158245	0.109614034750921	0.0204267406878702	0.000662221967144421	0.0198520466279061	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0935	order	0.0304246071547977	8973	-0.0696295947093248	-0.109741322980774	-0.0295178664378759	0.0204627461743092	0.000670069080135874	0.0198520466279061	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1250	order	0.037111334002006	8973	0.0685244003048775	0.0285416421467534	0.108507158463002	0.020396952881256	0.000784017576175525	0.0226156123977112	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Butyricicoccus sp. OM04-18BH	HG3A.0139	species	0.606709015936699	8973	-0.0684528303441899	-0.108479061175813	-0.028426599512567	0.0204191301925228	0.000804535611266288	0.0226156123977112	unclassified	Butyricicoccus sp. OM04-18BH	Butyricicoccus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Sellimonas intestinalis	HG3A.0417	species	0.27705338236933	8973	0.0684376080642351	0.0284049393731487	0.108470276755322	0.020422414426082	0.000808272016786525	0.0226156123977112	unclassified	Sellimonas intestinalis	Sellimonas	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Desulfovibrio piger	HG3A.0240	species	0.28797503621977	8973	0.068664615212893	0.0284964902625258	0.10883274016326	0.0204915165857452	0.000808921148734256	0.0226156123977112	unclassified	Desulfovibrio piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
[Clostridium] spiroforme	HG3A.0259	species	0.348378468739552	8973	0.0684105622495256	0.0282788734499232	0.108542251049128	0.0204729289123441	0.0008366797008495	0.0230667945303647	unclassified	[Clostridium] spiroforme	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Eggerthellales sp.	HG3A.1909	order	0.00256324529142985	8973	0.0679320027475903	0.0279797225269754	0.107884282968205	0.0203814047529144	0.000862553747431314	0.0234543724472761	unclassified	unclassified	unclassified	unclassified	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Eubacteriales sp.	HG3A.0568	order	0.149782681377466	8973	-0.0679575021008662	-0.108010719623779	-0.0279042845779534	0.0204328972835395	0.000884962892420176	0.0237385316412709	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0505	order	0.122701437646272	8973	-0.0673566440987547	-0.10739398840224	-0.0273192997952691	0.0204247996603727	0.000978340961251488	0.0256964383786179	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bifidobacterium pullorum subsp. gallinarum	HG3A.1171	subspecies	0.0168282625654742	8973	0.0672046939202075	0.0272238600407235	0.107185527799692	0.0203959712225971	0.000988089936126299	0.0256964383786179	Bifidobacterium pullorum subsp. gallinarum	Bifidobacterium pullorum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Alistipes sp. AF17-16	HG3A.0150	species	0.49214309595453	8973	-0.0673573672549579	-0.107513326883757	-0.0272014076261585	0.0204853105233765	0.00101266023602853	0.0256964383786179	unclassified	Alistipes sp. AF17-16	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Oscillospiraceae sp.	HG3A.1278	family	0.0444667335339351	8973	0.0670182646487102	0.0270312914618037	0.107005237835617	0.0203991031517083	0.00102250441433421	0.0256964383786179	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Alistipes communis	HG3A.0064	species	0.808202384932575	8973	-0.0675403988024622	-0.107857655375256	-0.0272231422296685	0.0205675951460014	0.00102805623392121	0.0256964383786179	unclassified	Alistipes communis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0105	order	0.855343809205394	8973	0.0674278735235006	0.027152394156366	0.107703352890635	0.0205462827670012	0.00103562472054883	0.0256964383786179	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0270	order	0.583528362866377	8973	0.0673031268307624	0.0270320712230834	0.107574182438441	0.0205440260139074	0.00105677223442657	0.0258452445910921	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Oscillospiraceae sp.	HG3A.0616	family	0.217430067981723	8973	-0.0670885164671408	-0.107280717778905	-0.0268963151553771	0.0205037989902511	0.00107196896980828	0.0258452445910921	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Leuconostoc lactis	HG3A.1458	species	0.0303131617073443	8973	0.0666623498640439	0.0266974617360818	0.106627237992006	0.0203878365976379	0.00108068277131518	0.0258452445910921	unclassified	Leuconostoc lactis	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Muribaculaceae sp.	HG3A.1967	family	0.0015602362643486	8973	0.0659966217044433	0.0260356698262169	0.10595757358267	0.0203858285445649	0.0012107783906331	0.0283963955012125	unclassified	unclassified	unclassified	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Oscillospiraceae sp.	HG3A.1161	family	0.05104201493369	8973	0.0659831712791811	0.0260152804429081	0.105951062115454	0.0203893684104181	0.00121596655798643	0.0283963955012125	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Veillonellaceae sp.	HG3A.1555	family	0.00590660871503399	8973	0.0652768309997309	0.0253139679549595	0.105239694044502	0.0203868035141709	0.00136999372522936	0.0316213667974451	unclassified	unclassified	unclassified	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0685	order	0.0812437311935808	8973	-0.0650441399333811	-0.105103138267477	-0.0249851415992856	0.0204358463280461	0.00146339693042067	0.0332341519394501	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1129	order	0.0708793045804079	8973	0.0647465889480199	0.0248024091134108	0.104690768782629	0.0203772723918845	0.00149116444690133	0.0332341519394501	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Prevotella marseillensis	HG3A.0424	species	0.15825253538393	8973	0.066089619664283	0.0253025812436968	0.106876658084869	0.0208072514042314	0.00149689689773768	0.0332341519394501	unclassified	Prevotella marseillensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Traorella massiliensis	HG3A.0669	species	0.147107990638582	8973	0.0648928877404813	0.0248201510412413	0.104965624439721	0.0204428548687128	0.00150683812319925	0.0332341519394501	unclassified	Traorella massiliensis	Traorella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Pseudoflavonifractor sp. An184	HG3A.0253	species	0.600690961774212	8973	0.0647855332089273	0.0246234371361877	0.104947629281667	0.0204884409917002	0.00157189879895134	0.0342881221529494	unclassified	Pseudoflavonifractor sp. An184	Pseudoflavonifractor	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Allisonella histaminiformans	HG3A.0332	species	0.213863813663212	8973	0.0651058929707896	0.0246571282243591	0.10555465771722	0.0206346832145774	0.00160942750097178	0.0347251477111845	unclassified	Allisonella histaminiformans	Allisonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Bifidobacterium breve	HG3A.1387	species	0.0237378803075894	8973	0.0642707618720246	0.0242101316850938	0.104331392058955	0.0204366788075179	0.0016670854557039	0.0355824153717445	unclassified	Bifidobacterium breve	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Massilistercora timonensis	HG3A.0458	species	0.323080352167614	8973	0.0638134494772933	0.0237601001143834	0.103866798840203	0.0204329645408857	0.00179556135252627	0.0379169072847304	unclassified	Massilistercora timonensis	Massilistercora	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0422	family	0.258664883539507	8973	0.0637219452515145	0.0236422193268022	0.103801671176227	0.0204464203781775	0.00183576687757011	0.0382862011552752	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0196	order	0.478546751365207	8973	-0.0642350523585428	-0.104670463216238	-0.0237996415008475	0.0206278708121354	0.00185162484176646	0.0382862011552752	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0601	order	0.114231583639808	8973	-0.0636484507512574	-0.103813989697912	-0.0234829118046027	0.020490197352198	0.0019005112312694	0.0388919050935027	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
